WP4;DRN;campaign;alpha;beta;gamma
3619;France;4;0.788566898;0.051330805;0.839897703
3619;France;5;0.844894817;0.030613452;0.875508269
3623;France;1;0.888809624;-5.04E-04;0.888305513
3623;France;2;0.83194956;0.023302584;0.855252144
3623;France;3;0.815887312;0.029114825;0.845002137
3623;France;4;0.626678651;0.171151138;0.79782979
3623;France;5;0.872190229;0.007856756;0.880046985
3624;France;1;0.868888651;0.007767263;0.876655914
3624;France;2;0.831386863;0.021909033;0.853295896
3624;France;3;0.810445833;0.033802953;0.844248786
3624;France;4;0.838266052;0.014603539;0.852869592
3624;France;5;0.893967655;0.021878125;0.915845779
3625;France;1;0.876590672;0.010808913;0.887399585
3625;France;2;0.839209139;0.017591574;0.856800713
3625;France;3;0.822667259;0.025949091;0.84861635
3625;France;4;0.854260325;0.00872226;0.862982585
3625;France;5;0.873514907;0.030459314;0.90397422
3626;France;1;0.890062131;0.029548013;0.919610144
3626;France;2;0.892919391;0.026169579;0.91908897
3626;France;3;0.895511084;0.0092689;0.904779985
3626;France;4;0.885975152;0.02661609;0.912591243
3626;France;5;0.901818537;0.015916759;0.917735296
3627;France;1;0.890062131;0.029548013;0.919610144
3627;France;2;0.892919391;0.026169579;0.91908897
3627;France;3;0.895511084;0.0092689;0.904779985
3627;France;4;0.885975152;0.02661609;0.912591243
3627;France;5;0.901818537;0.015916759;0.917735296
3628;France;1;0.881940816;0.023669759;0.905610575
3628;France;2;0.888433064;0.009966546;0.89839961
3628;France;3;0.892954962;0.001988399;0.894943362
3628;France;4;0.884741097;0.018542219;0.903283316
3628;France;5;0.851511665;0.063729058;0.915240723
3629;France;1;0.880045359;0.018601963;0.898647322
3629;France;2;0.882576325;0.002259732;0.884836057
3629;France;3;0.88341501;-0.002870397;0.880544613
3629;France;4;0.884957909;0.009199025;0.894156934
3629;France;5;0.853983653;0.05623053;0.910214183
3630;France;1;0.871687333;0.00638083;0.878068163
3630;France;2;0.836572071;0.019277234;0.855849305
3630;France;3;0.816021807;0.030816952;0.846838759
3630;France;4;0.875711725;-0.004216578;0.871495147
3630;France;5;0.880876943;0.027444719;0.908321662
3631;France;1;0.840981812;0.069150255;0.910132067
3631;France;2;0.859905474;0.040965644;0.900871118
3631;France;3;0.87155752;0.026002844;0.897560364
3631;France;4;0.873150834;0.026167993;0.899318827
3631;France;5;0.841337261;0.066501955;0.907839216
3632;France;1;0.866847426;0.033173685;0.900021111
3632;France;2;0.874335967;0.011676947;0.886012913
3632;France;3;0.878149665;0.003233386;0.881383051
3632;France;4;0.88046044;0.003481383;0.883941823
3632;France;5;0.8679575;0.030690646;0.898648146
3633;France;1;0.879612987;0.012301983;0.891914971
3633;France;2;0.88686023;0.009308992;0.896169222
3633;France;3;0.891023382;0.002238661;0.893262044
3633;France;4;0.891436024;0.003813349;0.895249373
3633;France;5;0.870352276;0.046347492;0.916699768
3634;France;1;0.879612987;0.012301983;0.891914971
3634;France;2;0.88686023;0.009308992;0.896169222
3634;France;3;0.891023382;0.002238661;0.893262044
3634;France;4;0.891436024;0.003813349;0.895249373
3634;France;5;0.870352276;0.046347492;0.916699768
3638;France;1;0.889750718;0.003013052;0.892763771
3638;France;2;0.853167354;0.008922511;0.862089865
3638;France;3;0.859572964;0.005240251;0.864813215
3638;France;4;0.866681294;0.002937346;0.869618639
3638;France;5;0.868962077;0.043423506;0.912385583
3635;France;1;0.886368882;0.005188114;0.891556996
3635;France;2;0.87799775;0.001318829;0.879316579
3635;France;3;0.88152206;-0.00279466;0.8787274
3635;France;4;0.853225677;0.017388428;0.870614105
3635;France;5;0.894257861;0.022333674;0.916591535
3636;France;1;0.886368882;0.005188114;0.891556996
3636;France;2;0.87799775;0.001318829;0.879316579
3636;France;3;0.88152206;-0.00279466;0.8787274
3636;France;4;0.853225677;0.017388428;0.870614105
3636;France;5;0.894257861;0.022333674;0.916591535
3637;France;1;0.876303993;0.008598711;0.884902704
3637;France;2;0.85791328;0.007060967;0.864974247
3637;France;3;0.847281454;0.010580382;0.857861836
3637;France;4;0.853823212;0.007380303;0.861203515
3637;France;5;0.8817693;0.014689295;0.896458595
3639;France;1;0.866912652;0.006703222;0.873615874
3639;France;2;0.840850626;0.01401898;0.854869606
3639;France;3;0.829452921;0.019945155;0.849398076
3639;France;4;0.857965264;0.00648883;0.864454094
3639;France;5;0.866345232;0.0245917;0.890936932
3640;France;1;0.88220783;-0.004184242;0.878023588
3640;France;2;0.885191943;0.004569462;0.889761406
3640;France;3;0.853693941;0.006174679;0.85986862
3640;France;4;0.855371208;0.00377195;0.859143158
3640;France;5;0.880283678;0.017866393;0.898150071
3652;France;1;0.904037909;0.016060269;0.920098179
3652;France;2;0.883604933;0.045983796;0.929588729
3652;France;3;0.893228554;0.025688274;0.918916827
3652;France;4;0.908820641;0.003701442;0.912522083
3652;France;5;0.907257053;0.017679558;0.924936611
3641;France;1;0.891877968;-0.003954674;0.887923294
3641;France;2;0.883807515;0.006429166;0.89023668
3641;France;3;0.881189865;-0.006257074;0.874932791
3641;France;4;0.79175864;0.043834612;0.835593253
3641;France;5;0.842143139;0.028565008;0.870708147
3642;France;1;0.870698099;0.014334774;0.885032873
3642;France;2;0.861364698;0.006414765;0.867779463
3642;France;3;0.85529605;0.006738151;0.862034201
3642;France;4;0.860988024;0.004158521;0.865146546
3642;France;5;0.872736209;0.011599023;0.884335232
3650;France;1;0.878270262;0.003038514;0.881308775
3650;France;2;0.852485657;0.008893054;0.861378711
3650;France;3;0.838093387;0.015930266;0.854023652
3650;France;4;0.8071177;0.051428444;0.858546144
3650;France;5;0.898068439;0.011071031;0.909139469
3643;France;1;0.872872313;0.007384145;0.880256459
3643;France;2;0.853046515;0.008360899;0.861407414
3643;France;3;0.842402354;0.01268979;0.855092144
3643;France;4;0.852207979;0.008224953;0.860432932
3643;France;5;0.871818747;0.017266824;0.889085571
3649;France;1;0.881009681;0.007779303;0.888788984
3649;France;2;0.866364967;0.003848149;0.870213116
3649;France;3;0.858602412;0.005530791;0.864133204
3649;France;4;0.846931053;0.013004015;0.859935068
3649;France;5;0.894938556;0.019203735;0.914142291
3644;France;1;0.871801687;0.020095439;0.891897125
3644;France;2;0.870480314;0.005336959;0.875817273
3644;France;3;0.868193613;0.002045854;0.870239467
3644;France;4;0.871927332;0.001020191;0.872947523
3644;France;5;0.873029665;0.017684288;0.890713953
3648;France;1;0.870883428;0.029644239;0.900527667
3648;France;2;0.878042121;0.008981736;0.887023857
3648;France;3;0.881472624;0.001129119;0.882601742
3648;France;4;0.884088717;0.001173027;0.885261744
3648;France;5;0.872836043;0.027123932;0.899959975
3645;France;1;0.868309275;0.028621761;0.896931036
3645;France;2;0.873986422;0.008857204;0.882843626
3645;France;3;0.875991133;0.002156739;0.878147872
3645;France;4;0.88042075;8.68E-04;0.881288738
3645;France;5;0.871489538;0.025352084;0.896841622
3647;France;1;0.849603457;0.05671077;0.906314227
3647;France;2;0.865607911;0.029679232;0.895287143
3647;France;3;0.874997795;0.016323823;0.891321618
3647;France;4;0.87587745;0.017362966;0.893240416
3647;France;5;0.849548643;0.05480065;0.904349293
3646;France;1;0.86781112;0.02421078;0.8920219
3646;France;2;0.86231045;0.011460327;0.873770777
3646;France;3;0.856268633;0.010190466;0.866459098
3646;France;4;0.879313424;0.00590332;0.885216744
3646;France;5;0.875783318;0.021320424;0.897103743
3651;France;1;0.876860934;0.017785561;0.894646495
3651;France;2;0.87549486;0.003195838;0.878690698
3651;France;3;0.87518349;-0.001257761;0.873925729
3651;France;4;0.878399917;-0.001707118;0.876692799
3651;France;5;0.877812051;0.015967424;0.893779476
3653;France;1;0.883936943;0.010233714;0.894170656
3653;France;2;0.880514712;-0.001604233;0.878910479
3653;France;3;0.877806098;-0.00392747;0.873878628
3653;France;4;0.884604175;0.003051543;0.887655719
3653;France;5;0.860902224;0.045948319;0.906850544
3654;France;1;0.870642721;0.021832351;0.892475072
3654;France;2;0.869751377;0.006601363;0.87635274
3654;France;3;0.868840889;0.002277418;0.871118307
3654;France;4;0.872739157;0.001155577;0.873894734
3654;France;5;0.871331001;0.019459757;0.890790758
3655;France;1;0.822009911;0.089218235;0.911228146
3655;France;2;0.844397254;0.058717126;0.903114381
3655;France;3;0.858737303;0.041477574;0.900214877
3655;France;4;0.861242474;0.040599529;0.901842003
3655;France;5;0.821362193;0.087084182;0.908446375
3656;France;1;0.840197155;0.071621137;0.911818292
3656;France;2;0.855772055;0.046849395;0.90262145
3656;France;3;0.865512505;0.034079819;0.899592325
3656;France;4;0.800827879;0.116981695;0.917809574
3656;France;5;0.812192861;0.113095563;0.925288424
3657;France;1;0.877580522;0.006278534;0.883859056
3657;France;2;0.856836745;0.007052564;0.863889309
3657;France;3;0.846387824;0.01094214;0.857329964
3657;France;4;0.841398816;0.011135521;0.852534336
3657;France;5;0.89281856;0.011847474;0.904666034
3663;France;1;0.84547201;0.008856984;0.854328994
3663;France;2;0.796990383;0.040261567;0.83725195
3663;France;3;0.782029054;0.051215284;0.833244338
3663;France;4;0.793343727;0.043323505;0.836667232
3663;France;5;0.852397809;0.00528715;0.857684959
3664;France;1;0.86983507;0.016406339;0.886241408
3664;France;2;0.867388472;0.003852207;0.871240679
3664;France;3;0.864056804;0.002407162;0.866463966
3664;France;4;0.868204057;7.25E-04;0.86892955
3664;France;5;0.877780643;0.009242058;0.887022701
3665;France;1;0.866392118;0.01993569;0.886327809
3665;France;2;0.865204298;0.0061512;0.871355499
3665;France;3;0.862135471;0.004115064;0.866250535
3665;France;4;0.866055358;0.002690074;0.868745432
3665;France;5;0.873791158;0.013207873;0.886999031
3693;France;1;0.875081075;0.01822549;0.893306565
3693;France;2;0.874241466;0.003491247;0.877732713
3693;France;3;0.873317008;-5.78E-04;0.872738538
3693;France;4;0.875978344;-0.000961021;0.875017323
3693;France;5;0.876151217;0.015970302;0.892121519
3694;France;1;0.871812241;0.023068843;0.894881085
3694;France;2;0.868066113;0.009417108;0.877483221
3694;France;3;0.863203718;0.00715499;0.870358708
3694;France;4;0.878306767;0.00321211;0.881518877
3694;France;5;0.889282675;0.018658539;0.907941214
3695;France;1;0.876678139;0.013083216;0.889761356
3695;France;2;0.859448493;0.010099506;0.869547998
3695;France;3;0.846429416;0.014385296;0.860814712
3695;France;4;0.879805631;0.002087866;0.881893497
3695;France;5;0.864916016;0.045491211;0.910407226
3666;France;1;0.867751579;0.018364991;0.88611657
3666;France;2;0.865031789;0.005823062;0.870854851
3666;France;3;0.861419426;0.004235909;0.865655335
3666;France;4;0.865507966;0.002683706;0.868191672
3666;France;5;0.879697539;0.008464337;0.888161876
3667;France;1;0.888487569;-9.33E-04;0.887554277
3667;France;2;0.88101;0.009837893;0.890847894
3667;France;3;0.864078548;-4.26E-04;0.863652542
3667;France;4;0.80108531;0.037410344;0.838495654
3667;France;5;0.844413612;0.010648596;0.855062207
3691;France;1;0.87522532;0.022864838;0.898090158
3691;France;2;0.878757946;0.00491781;0.883675757
3691;France;3;0.880593449;-0.001447365;0.879146084
3691;France;4;0.882135349;-7.40E-04;0.881395694
3691;France;5;0.876427836;0.021054095;0.89748193
3668;France;1;0.887668371;-0.001269409;0.886398962
3668;France;2;0.88466277;-0.004736155;0.879926615
3668;France;3;0.854171377;0.004217342;0.858388719
3668;France;4;0.75207579;0.074298095;0.826373885
3668;France;5;0.839306971;0.013512971;0.852819942
3690;France;1;0.875323024;0.02197136;0.897294384
3690;France;2;0.878133895;0.004573575;0.882707471
3690;France;3;0.879656495;-0.001509026;0.878147469
3690;France;4;0.881308167;-8.65E-04;0.880443231
3690;France;5;0.876274504;0.020443964;0.896718468
3669;France;1;0.882879925;-0.005207252;0.877672673
3669;France;2;0.884599285;-0.005091265;0.879508021
3669;France;3;0.850986178;0.005812229;0.856798408
3669;France;4;0.758710808;0.070764157;0.829474965
3669;France;5;0.826496816;0.021441826;0.847938642
3689;France;1;0.873237965;0.024127511;0.897365476
3689;France;2;0.876307046;0.006278109;0.882585155
3689;France;3;0.878188015;-2.70E-04;0.877918335
3689;France;4;0.87988442;2.42E-04;0.880126383
3689;France;5;0.873917392;0.022312381;0.896229773
3670;France;1;0.884889222;-0.007071477;0.877817746
3670;France;2;0.838762142;0.013729018;0.85249116
3670;France;3;0.780611921;0.050998583;0.831610504
3670;France;4;0.711658624;0.108211322;0.819869946
3670;France;5;0.785394602;0.052469469;0.83786407
3671;France;1;0.862165952;0.001482398;0.86364835
3671;France;2;0.828360184;0.020148387;0.848508571
3671;France;3;0.763455255;0.062852243;0.826307498
3671;France;4;0.678122278;0.132701509;0.810823787
3671;France;5;0.765515461;0.065513442;0.831028903
3672;France;1;0.870798883;0.010217611;0.881016494
3672;France;2;0.866203311;0.006120189;0.8723235
3672;France;3;0.873315352;0.001342093;0.874657445
3672;France;4;0.824924377;0.044922486;0.869846863
3672;France;5;0.88312375;0.040005375;0.923129125
3673;France;1;0.874370194;0.013822028;0.888192222
3673;France;2;0.862214517;0.007692001;0.869906518
3673;France;3;0.868954137;0.003169106;0.872123243
3673;France;4;0.828635269;0.036720095;0.865355364
3673;France;5;0.872020791;0.050119318;0.92214011
3674;France;1;0.874085067;0.012874912;0.886959979
3674;France;2;0.874751938;0.003437648;0.878189586
3674;France;3;0.882314722;-0.005656761;0.87665796
3674;France;4;0.885560961;-0.001220829;0.884340131
3674;France;5;0.861467267;0.047266821;0.908734088
3675;France;1;0.863768467;0.036843873;0.90061234
3675;France;2;0.863483422;0.011487358;0.87497078
3675;France;3;0.861610823;0.007554677;0.8691655
3675;France;4;0.865081884;0.006508067;0.87158995
3675;France;5;0.864059824;0.025602002;0.889661825
3679;France;1;0.877940585;0.016544344;0.894484929
3679;France;2;0.881946122;0.015386485;0.897332607
3679;France;3;0.890005225;0.001332651;0.891337876
3679;France;4;0.878554724;-0.001041555;0.877513168
3679;France;5;0.881579471;0.033930922;0.915510393
3676;France;1;0.903750138;5.10E-04;0.904260156
3676;France;2;0.876144509;0.029805544;0.905950053
3676;France;3;0.89341044;-0.004564534;0.888845906
3676;France;4;0.866482368;0.01782194;0.884304308
3676;France;5;0.866659454;0.00450086;0.871160314
3677;France;1;0.864948048;0.034824822;0.899772869
3677;France;2;0.872690636;0.012929537;0.885620174
3677;France;3;0.875412528;0.005001905;0.880414433
3677;France;4;0.876102252;0.004555358;0.88065761
3677;France;5;0.863718264;0.041380015;0.905098278
3678;France;1;0.870085676;0.02007659;0.890162265
3678;France;2;0.862593591;0.009210072;0.871803662
3678;France;3;0.856729566;0.008379508;0.865109074
3678;France;4;0.860192896;0.007120546;0.867313442
3678;France;5;0.866459061;0.043453574;0.909912635
3680;France;1;0.842088208;0.018753144;0.860841352
3680;France;2;0.776708438;0.058450911;0.835159348
3680;France;3;0.742576365;0.082192992;0.824769356
3680;France;4;0.890727329;-0.00521723;0.8855101
3680;France;5;0.898085036;0.009834388;0.907919424
3681;France;1;0.869402537;0.031625975;0.901028512
3681;France;2;0.877892149;0.009910863;0.887803012
3681;France;3;0.881320615;0.001825782;0.883146397
3681;France;4;0.882427122;0.002838362;0.885265484
3681;France;5;0.870345115;0.029500868;0.899845983
3682;France;1;0.881093917;0.018963969;0.900057886
3682;France;2;0.884249605;0.012872698;0.897122303
3682;France;3;0.887901046;0.004707715;0.892608761
3682;France;4;0.87858343;0.020877262;0.899460692
3682;France;5;0.847143997;0.065537627;0.912681624
3683;France;1;0.867233534;0.008960122;0.876193657
3683;France;2;0.856460123;0.009146732;0.865606855
3683;France;3;0.862967201;0.005076677;0.868043878
3683;France;4;0.846961944;0.011507858;0.858469802
3683;France;5;0.880843494;0.038117218;0.918960712
3687;France;1;0.880478614;0.015897815;0.896376429
3687;France;2;0.880546492;0.007499057;0.888045549
3687;France;3;0.885326857;0.004868709;0.890195566
3687;France;4;0.882296736;-0.004709286;0.87758745
3687;France;5;0.884859255;0.034230185;0.91908944
3684;France;1;0.876520535;0.009679717;0.886200252
3684;France;2;0.875811236;0.005916744;0.881727979
3684;France;3;0.877697436;-2.03E-04;0.877494214
3684;France;4;0.814010739;0.030629683;0.844640422
3684;France;5;0.890435169;0.01831277;0.908747939
3686;France;1;0.888043564;0.020044427;0.908087991
3686;France;2;0.88634039;0.019972719;0.906313109
3686;France;3;0.892379861;0.0108017;0.903181561
3686;France;4;0.879388527;0.029167168;0.908555696
3686;France;5;0.847074466;0.070737071;0.917811538
3685;France;1;0.882059153;0.014351303;0.896410456
3685;France;2;0.890123277;-0.003997823;0.886125454
3685;France;3;0.887718767;-0.006195667;0.8815231
3685;France;4;0.824994263;0.057816614;0.882810877
3685;France;5;0.881883327;0.029057182;0.910940508
3688;France;1;0.873378028;0.025713747;0.899091774
3688;France;2;0.878430188;0.006423783;0.884853972
3688;France;3;0.880539129;-3.94E-04;0.880145339
3688;France;4;0.882190708;3.69E-04;0.882559913
3688;France;5;0.874104542;0.024055585;0.898160127
3692;France;1;0.875355806;0.021497032;0.896852838
3692;France;2;0.877485097;0.004421433;0.881906529
3692;France;3;0.878746673;-0.001398902;0.877347772
3692;France;4;0.880579827;-0.001025885;0.879553942
3692;France;5;0.876108118;0.01974084;0.895848959
3696;France;1;0.873342159;0.021321751;0.89466391
3696;France;2;0.874129429;0.005097996;0.879227425
3696;France;3;0.874436668;1.47E-05;0.87445135
3696;France;4;0.876715995;-9.69E-05;0.876619109
3696;France;5;0.873595106;0.019765175;0.893360282
3702;France;1;0.866155979;-0.001278569;0.86487741
3702;France;2;0.828169004;0.020089586;0.848258591
3702;France;3;0.802929387;0.037011835;0.839941222
3702;France;4;0.792955041;0.043463844;0.836418885
3702;France;5;0.854202847;0.00550528;0.859708127
3703;France;1;0.866155979;-0.001278569;0.86487741
3703;France;2;0.828169004;0.020089586;0.848258591
3703;France;3;0.802929387;0.037011835;0.839941222
3703;France;4;0.792955041;0.043463844;0.836418885
3703;France;5;0.854202847;0.00550528;0.859708127
3947;France;1;0.849666973;0.007979326;0.857646299
3947;France;2;0.7995728;0.038961854;0.838534653
3947;France;3;0.783819875;0.050272671;0.834092547
3947;France;4;0.794293915;0.043174391;0.837468307
3947;France;5;0.853311424;0.00771145;0.861022874
3709;France;1;0.838423134;0.016182684;0.854605818
3709;France;2;0.780840316;0.05317397;0.834014286
3709;France;3;0.759004742;0.068333453;0.827338195
3709;France;4;0.841047741;0.017042194;0.858089935
3709;France;5;0.873855755;0.00460037;0.878456125
3710;France;1;0.766490916;0.061478504;0.82796942
3710;France;2;0.703331064;0.108657759;0.811988824
3710;France;3;0.688770287;0.120127215;0.808897502
3710;France;4;0.701560563;0.110292559;0.811853122
3710;France;5;0.783062194;0.050626121;0.833688316
3724;France;1;0.826353882;0.02236706;0.848720943
3724;France;2;0.779319391;0.05340189;0.832721281
3724;France;3;0.749498502;0.074845033;0.824343535
3724;France;4;0.734560089;0.085312269;0.819872358
3724;France;5;0.811538895;0.032078424;0.843617318
3725;France;1;0.826353882;0.02236706;0.848720943
3725;France;2;0.779319391;0.05340189;0.832721281
3725;France;3;0.749498502;0.074845033;0.824343535
3725;France;4;0.734560089;0.085312269;0.819872358
3725;France;5;0.811538895;0.032078424;0.843617318
3711;France;1;0.770897248;0.058239941;0.829137189
3711;France;2;0.706797626;0.105931829;0.812729455
3711;France;3;0.690788845;0.118463929;0.809252773
3711;France;4;0.704635291;0.107836166;0.812471457
3711;France;5;0.784549094;0.049174834;0.833723928
3712;France;1;0.784355612;0.048850353;0.833205965
3712;France;2;0.721574454;0.094723048;0.816297502
3712;France;3;0.704331848;0.108038934;0.812370782
3712;France;4;0.718460295;0.097335013;0.815795308
3712;France;5;0.795800667;0.041544311;0.837344978
3713;France;1;0.790222795;0.044853841;0.835076637
3713;France;2;0.738689829;0.081962606;0.820652435
3713;France;3;0.701852207;0.109891383;0.81174359
3713;France;4;0.686894635;0.121079415;0.80797405
3713;France;5;0.773144539;0.056742068;0.829886607
3718;France;1;0.790222795;0.044853841;0.835076637
3718;France;2;0.738689829;0.081962606;0.820652435
3718;France;3;0.701852207;0.109891383;0.81174359
3718;France;4;0.686894635;0.121079415;0.80797405
3718;France;5;0.773144539;0.056742068;0.829886607
3717;France;1;0.835698299;0.016173477;0.851871776
3717;France;2;0.781991851;0.051086851;0.833078701
3717;France;3;0.764123999;0.064060258;0.828184258
3717;France;4;0.774815861;0.056672115;0.831487976
3717;France;5;0.836809683;0.016615115;0.853424798
3714;France;1;0.805243453;0.034795791;0.840039244
3714;France;2;0.744747052;0.077471147;0.822218198
3714;France;3;0.72672391;0.091131992;0.817855901
3714;France;4;0.738665793;0.082248343;0.820914137
3714;France;5;0.812815362;0.030601066;0.843416427
3716;France;1;0.836842216;0.015998788;0.852841004
3716;France;2;0.784602497;0.049625014;0.834227511
3716;France;3;0.767804355;0.06182578;0.829630135
3716;France;4;0.777885492;0.054933561;0.832819053
3716;France;5;0.837725855;0.01685313;0.854578984
3715;France;1;0.733088428;0.089166402;0.822254829
3715;France;2;0.651043021;0.150712034;0.801755055
3715;France;3;0.665892194;0.137791182;0.803683376
3715;France;4;0.637074439;0.159307684;0.796382122
3715;France;5;0.742558387;0.0831688;0.825727187
3719;France;1;0.80691636;0.033749486;0.840665846
3719;France;2;0.746811942;0.075919156;0.822731098
3719;France;3;0.727989986;0.090090818;0.818080803
3719;France;4;0.739726365;0.081398498;0.821124863
3719;France;5;0.813154928;0.030309753;0.84346468
3720;France;1;0.876391111;0.003527591;0.879918702
3720;France;2;0.854484311;0.006544524;0.861028836
3720;France;3;0.843710664;0.011191729;0.854902393
3720;France;4;0.852567059;0.007263522;0.859830582
3720;France;5;0.875463691;0.014197639;0.889661331
3721;France;1;0.879349202;0.012835173;0.892184375
3721;France;2;0.874816083;0.001244112;0.876060195
3721;France;3;0.871841973;-0.001127788;0.870714185
3721;France;4;0.875250268;-0.001925639;0.873324629
3721;France;5;0.879895333;0.011515675;0.891411008
3722;France;1;0.879581754;0.013640237;0.893221991
3722;France;2;0.875849604;0.001339786;0.87718939
3722;France;3;0.873875367;-0.001760229;0.872115137
3722;France;4;0.875334124;-0.005377267;0.869956857
3722;France;5;0.885656559;0.008041379;0.893697938
3723;France;1;0.884198573;0.013835751;0.898034324
3723;France;2;0.883780221;-5.70E-04;0.883210031
3723;France;3;0.883802424;-0.005100479;0.878701945
3723;France;4;0.885653838;-0.004587871;0.881065967
3723;France;5;0.888782109;0.012068121;0.90085023
3734;France;1;0.828380095;0.022055084;0.850435179
3734;France;2;0.775930306;0.05625026;0.832180566
3734;France;3;0.759939341;0.067947274;0.827886614
3734;France;4;0.77026123;0.060855636;0.831116866
3734;France;5;0.829912516;0.022786003;0.852698519
3735;France;1;0.846990991;0.012377255;0.859368246
3735;France;2;0.800447363;0.040223675;0.840671038
3735;France;3;0.785981748;0.050562558;0.836544306
3735;France;4;0.796933304;0.044191144;0.841124448
3735;France;5;0.846248941;0.017414468;0.863663409
3762;France;1;0.816920533;0.029891579;0.846812113
3762;France;2;0.771301733;0.060083846;0.831385579
3762;France;3;0.743402719;0.080023991;0.82342671
3762;France;4;0.728674206;0.090281913;0.818956119
3762;France;5;0.801674699;0.040041262;0.841715961
3775;France;1;0.814548503;0.032220987;0.84676949
3775;France;2;0.769796787;0.061688861;0.831485648
3775;France;3;0.74341557;0.080443248;0.823858818
3775;France;4;0.729049725;0.090348805;0.819398531
3775;France;5;0.80068506;0.041681798;0.842366858
3776;France;1;0.783387349;0.050602229;0.833989578
3776;France;2;0.729373913;0.090005162;0.819379075
3776;France;3;0.723237087;0.095400065;0.818637151
3776;France;4;0.733423271;0.087883136;0.821306407
3776;France;5;0.800819971;0.041315892;0.842135863
3804;France;1;0.808729701;0.03501154;0.843741241
3804;France;2;0.741428166;0.081614724;0.82304289
3804;France;3;0.715255261;0.1003469;0.815602161
3804;France;4;0.73756667;0.083120476;0.820687147
3804;France;5;0.859718101;0.024213288;0.883931389
3777;France;1;0.800997266;0.037443041;0.838440307
3777;France;2;0.745984096;0.07710838;0.823092476
3777;France;3;0.734811185;0.08602336;0.820834545
3777;France;4;0.74521147;0.078330337;0.823541807
3777;France;5;0.81577002;0.029215857;0.844985877
3796;France;1;0.781801025;0.050087108;0.831888133
3796;France;2;0.720232399;0.095516978;0.815749377
3796;France;3;0.707862214;0.105330893;0.813193107
3796;France;4;0.719542128;0.096456598;0.815998726
3796;France;5;0.798366869;0.03978393;0.838150799
3803;France;1;0.84518767;0.011264389;0.856452058
3803;France;2;0.795937145;0.041973706;0.837910851
3803;France;3;0.780373236;0.05317258;0.833545816
3803;France;4;0.790961255;0.046215837;0.837177092
3803;France;5;0.848245555;0.012112841;0.860358396
3797;France;1;0.735745819;0.083982138;0.819727956
3797;France;2;0.662285661;0.140247784;0.802533445
3797;France;3;0.644021028;0.15461507;0.798636098
3797;France;4;0.742463062;0.079575184;0.822038247
3797;France;5;0.817112598;0.027655308;0.844767906
3800;France;1;0.829701196;0.021172983;0.850874179
3800;France;2;0.76780028;0.062321296;0.830121576
3800;France;3;0.747722792;0.076449157;0.824171949
3800;France;4;0.771195812;0.066578178;0.837773991
3800;France;5;0.86937589;0.022354997;0.891730887
3801;France;1;0.848526619;0.012431115;0.860957735
3801;France;2;0.79298281;0.047055958;0.840038768
3801;France;3;0.803243884;0.038984984;0.842228867
3801;France;4;0.797486648;0.053979299;0.851465947
3801;France;5;0.87976088;0.019802933;0.899563813
3802;France;1;0.853037673;0.005387804;0.858425476
3802;France;2;0.811298922;0.030752164;0.842051086
3802;France;3;0.783477676;0.050076125;0.833553802
3802;France;4;0.767962893;0.060534081;0.828496974
3802;France;5;0.83909711;0.013569398;0.852666509
3798;France;1;0.797297858;0.040077637;0.837375495
3798;France;2;0.730243443;0.087452605;0.817696048
3798;France;3;0.715936631;0.098456857;0.814393487
3798;France;4;0.737286879;0.086811825;0.824098704
3798;France;5;0.862714389;0.015596885;0.878311274
3799;France;1;0.863097428;-4.92E-04;0.862605469
3799;France;2;0.816678906;0.02657652;0.843255426
3799;France;3;0.799752054;0.038229233;0.837981287
3799;France;4;0.808881241;0.032070095;0.840951336
3799;France;5;0.865197017;-9.46E-04;0.864250917
3778;France;1;0.805916128;0.034268912;0.84018504
3778;France;2;0.748929461;0.074845428;0.823774889
3778;France;3;0.736356996;0.084712779;0.821069775
3778;France;4;0.747890981;0.076221511;0.824112491
3778;France;5;0.818085563;0.027745259;0.845830821
3779;France;1;0.805916128;0.034268912;0.84018504
3779;France;2;0.748929461;0.074845428;0.823774889
3779;France;3;0.736356996;0.084712779;0.821069775
3779;France;4;0.747890981;0.076221511;0.824112491
3779;France;5;0.818085563;0.027745259;0.845830821
3795;France;1;0.838686788;0.013907236;0.852594024
3795;France;2;0.784569661;0.049009311;0.833578972
3795;France;3;0.768149361;0.061026111;0.829175472
3795;France;4;0.778475218;0.053742892;0.83221811
3795;France;5;0.843372702;0.012508474;0.855881176
3780;France;1;0.799444073;0.038111557;0.83755563
3780;France;2;0.739251843;0.081639131;0.820890973
3780;France;3;0.723735152;0.093640924;0.817376076
3780;France;4;0.735923778;0.084453602;0.82037738
3780;France;5;0.812755493;0.030060268;0.842815761
3794;France;1;0.848696669;0.008166904;0.856863573
3794;France;2;0.807054127;0.033943879;0.840998006
3794;France;3;0.77828514;0.053953236;0.832238376
3794;France;4;0.762243527;0.064888506;0.827132032
3794;France;5;0.831799494;0.018228013;0.850027506
3781;France;1;0.803361678;0.035497757;0.838859435
3781;France;2;0.743180542;0.078696653;0.821877195
3781;France;3;0.728041703;0.090415291;0.818456993
3781;France;4;0.73992133;0.081481158;0.821402488
3781;France;5;0.816042821;0.027970365;0.844013185
3792;France;1;0.818273879;0.026195153;0.844469032
3792;France;2;0.767740501;0.060686292;0.828426793
3792;France;3;0.733564648;0.085990028;0.819554676
3792;France;4;0.71634716;0.098567475;0.814914635
