FID;ID;AREA_SQKM;MNANPRC_M;MEANANNCMS;WIDTH_M;DEPTH_M;BFD0;BFD0_up;BFD0_down;BFD0_local;BFD1;BFD1_up;BFD1_down;BFD1_local;BFD2;BFD2_up;BFD2_down;BFD2_local;BFD3;BFD3_up;BFD3_down;BFD3_local;BFD4;BFD4_up;BFD4_down;BFD4_local;BFD5;BFD5_up;BFD5_down;BFD5_local
3397;3398,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2971262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30515150,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74505232,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;144032480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245820640,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;375230176,000000000000000;0,000000000000000
3398;3399,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2928186,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30389592,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74297192,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143741040,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245444832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374768864,000000000000000;0,000000000000000
3399;3400,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2913128,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30290662,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74111064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143464080,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245073280,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374299008,000000000000000;0,000000000000000
3400;3401,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2913128,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30290662,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74111064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143464080,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245073280,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374299008,000000000000000;0,000000000000000
3401;3402,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2913128,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30290662,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74111064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143464080,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245073280,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374299008,000000000000000;0,000000000000000
3402;3403,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2913128,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30290662,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74111064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143464080,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245073280,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374299008,000000000000000;0,000000000000000
3403;3404,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2913128,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;30290662,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;74111064,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;143464080,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;245073280,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;374299008,000000000000000;0,000000000000000
3404;3405,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2783624,250000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29893932,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;73415440,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;142438176,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;243682048,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;372506752,000000000000000;0,000000000000000
3405;3406,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2775132,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29787314,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;73156400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;141966480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;242958352,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;371488096,000000000000000;0,000000000000000
3406;3407,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3407;3408,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3408;3409,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3409;3410,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3410;3411,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3411;3412,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3412;3413,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3413;3414,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3414;3415,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3415;3416,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3416;3417,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3417;3418,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3418;3419,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3419;3420,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3420;3421,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3421;3422,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3422;3423,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3423;3424,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3424;3425,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3425;3426,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3426;3427,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3427;3428,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3428;3429,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3429;3430,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3430;3431,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3431;3432,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3432;3433,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3433;3434,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3434;3435,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2529490,750000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29260262,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;72223032,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;140518976,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;240905712,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;368757088,000000000000000;0,000000000000000
3435;3436,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;2475986,250000000000000;0,000000000000000;0,000000000000000;0,000000000000000;29015076,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;71647400,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;139481936,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;239266496,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;366413152,000000000000000;0,000000000000000
3436;3437,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1444813,250000000000000;0,000000000000000;0,000000000000000;0,000000000000000;25949556,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;65424916,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;128966272,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;223852480,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;345647008,000000000000000;0,000000000000000
3437;3438,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1421785,875000000000000;0,000000000000000;0,000000000000000;0,000000000000000;25107154,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;62927868,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;123875832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;215738992,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;334392800,000000000000000;0,000000000000000
3438;3439,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1401114,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;24530962,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61055948,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;120026376,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;209571184,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;325801632,000000000000000;0,000000000000000
3439;3440,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1401114,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;24530962,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61055948,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;120026376,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;209571184,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;325801632,000000000000000;0,000000000000000
3440;3441,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1401114,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;24530962,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61055948,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;120026376,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;209571184,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;325801632,000000000000000;0,000000000000000
3441;3442,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1401114,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;24530962,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61055948,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;120026376,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;209571184,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;325801632,000000000000000;0,000000000000000
3442;3443,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1401114,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;24530962,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;61055948,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;120026376,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;209571184,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;325801632,000000000000000;0,000000000000000
3443;3444,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1352991,875000000000000;0,000000000000000;0,000000000000000;0,000000000000000;23058136,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;55881020,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;109238672,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;191937952,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;300758592,000000000000000;0,000000000000000
3444;3445,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1352441,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;22455444,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;54081716,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;105776832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;186626304,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;293437664,000000000000000;0,000000000000000
3445;3446,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1352441,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;22455444,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;54081716,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;105776832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;186626304,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;293437664,000000000000000;0,000000000000000
3446;3447,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1352441,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;22455444,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;54081716,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;105776832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;186626304,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;293437664,000000000000000;0,000000000000000
3447;3448,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;-9999,000000000000000;0,000000000000000;0,000000000000000;1352441,125000000000000;0,000000000000000;0,000000000000000;0,000000000000000;22455444,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;54081716,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;105776832,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;186626304,000000000000000;0,000000000000000;0,000000000000000;0,000000000000000;293437664,000000000000000;0,000000000000000
